sentence,prediction
" It comprises the kinds of technology that are distinctly military in nature and not civilian in application, usually because they lack useful or legal civilian applications, or are dangerous to use without appropriate military training",1
"\nThe line is porous; military inventions have been brought into civilian use throughout history, with sometimes minor modification if any, and civilian innovations have similarly been put to military use",1
\nMilitary technology is often researched and developed by scientists and engineers specifically for use in battle by the armed forces,0
Many new technologies came as a result of the military funding of science,1
"\nArmament engineering is the design, development, testing and lifecycle management of military weapons and systems",0
" It draws on the knowledge of several traditional engineering disciplines, including mechanical engineering, electrical engineering, mechatronics, electro-optics, aerospace engineering, materials engineering, and chemical engineering",0
", 'Information and communications technology (ICT) is an extensional term for information technology (IT) that stresses the role of unified communications and the integration of telecommunications (telephone lines and wireless signals) and computers as per IFGICT, as well as necessary enterprise software, middleware, storage and audiovisual, that enable users to access, store, transmit, understand and manipulate information as per the international federation of ICT",0
The term ICT is also used to refer to the convergence of audiovisual and telephone networks with computer networks through a single cabling or link system,0
" There are large economic incentives to merge the telephone network with the computer network system using a single unified system of cabling, signal distribution, and management",1
" ICT is an umbrella term that includes any communication device, encompassing radio, television, cell phones, computer and network hardware, satellite systems and so on, as well as the various services and appliances with them such as video conferencing and distance learning",0
ICT is a broad subject and the concepts are evolving,1
" It covers any product that will store, retrieve, manipulate, transmit, or receive information electronically in a digital form (e",0
g,0
", personal computers including smartphones, digital television, email, or robots)",0
Theoretical differences between interpersonal-communication technologies and mass-communication technologies have been identified by the philosopher Piyush Mathur,1
Skills Framework for the Information Age is one of many models for describing and managing competencies for ICT professionals for the 21st century,1
", 'Design and technology (D&T) is a school subject offered at all levels of primary and secondary school in England",0
" It is used so children develop a range of designing skills and technology skills for example, using media to design their project and a saw to cut items",0
" It first appeared as a titled subject in the first National Curriculum of England, Wales and Northern Ireland in 1988",0
" D&T, or a similar form, has been taught in many countries around the world such as India, United States, Australia, New Zealand, Ireland, Malta, China, South Africa, France and Finland",0
Many international schools teach design and technology,0
As a school subject it involves students in designing in a practical context using a range or materials and media,0
" It is also a university course in many countries, including Australia, Canada, the US, Singapore, South Africa, Netherlands and New Zealand, both for the preparation of teachers and for general education in areas such as industrial design",0
" Some of the UK universities which deliver courses include: Brighton, Sheffield Hallam, Goldsmiths, University of London and Greenwich",0
", 'Persuasive technology is broadly defined as technology that is designed to change attitudes or behaviors of the users through persuasion and social influence, but not necessarily through coercion",1
" Such technologies are regularly used in sales, diplomacy, politics, religion, military training, public health, and management, and may potentially be used in any area of human-human or human-computer interaction",1
" Most self-identified persuasive technology research focuses on interactive, computational technologies, including desktop computers, Internet services, video games, and mobile devices, but this incorporates and builds on the results, theories, and methods of experimental psychology, rhetoric, and human-computer interaction",1
The design of persuasive technologies can be seen as a particular case of design with intent,1
", 'Microchip  Technology Inc",0
" is a publicly-listed American corporation that manufactures microcontroller, mixed-signal, analog and Flash-IP integrated circuits",0
" Its products include microcontrollers (PIC, dsPIC, AVR and SAM), Serial EEPROM devices, Serial SRAM devices, embedded security devices, radio frequency (RF) devices, thermal, power and battery management analog devices, as well as linear, interface and wireless products",0
"\nIts corporate headquarters is located in Chandler, Arizona",0
" Its wafer fabs are located in Tempe, Arizona, Gresham, Oregon, and Colorado Springs, Colorado",0
"  Its assembly/test facilities are in Chachoengsao, Thailand, and Calamba and Cabuyao, Philippines",0
" Sales for the fiscal year ending on March 31, 2019 were $5",1
35 billion,0
"Microchip Technology offers support and resources to educators, researchers and students in an effort to increase awareness and knowledge of embedded applications",1
" Support includes access to labs, curricula and course materials, One-on-one consultations, online resources (e",0
g,0
", code examples, textbook recommendations), training at regional training centers, silicon donations, assistance finding low cost development tools, free versions of Microchip programming tools and product discounts",0
", 'A mature technology is a technology that has been in use for long enough that most of its initial faults and inherent problems have been removed or reduced by further development",1
" In some contexts, it may also refer to technology that has not seen widespread use, but whose scientific background is well understood",1
Its performance characteristics are also expected to be well understood with well-established design specifications,1
One of the key indicators of a mature technology is the ease of use for both non-experts and professionals,1
" Another indicator is a reduction in the rate of new breakthrough advances related to it—whereas inventions related to a (popular) immature technology are usually rapid and diverse, and may change the whole use paradigm—advances to a mature technology are usually incremental improvements only",1
", 'Future technology-related topics include:\n\nEmerging technologies, technologies that are perceived as capable of changing the status quo\nHypothetical technology, technology that does not exist yet, but that could exist in the future\nFutures studies (also called futurology), the study of postulating possible, probable, and preferable futures and the worldviews and myths that underlie them\nTechnology forecasting, attempts to predict the future characteristics of useful technological machines, procedures or techniques', 'Shenzhen Changhong Technology Co",1
", Ltd",0
" is a Chinese plastic parts and injection mold-maker, which was listed on the Shenzhen Stock Exchange ChiNext board on 22 December 2010 using stock code SZSE: 300151 with CN¥100,500,000 registered capital",0
It was one of three companies to be listed on that day (along with IREAL and QHT) and one of 117 firms to be listed that year,0
"\nThe ""CHT Group"" has subsidiaries in Shenzhen, Shanghai, Heyuan, Anhui, and Hong Kong with their headquarters in Pingshan New District, Shenzhen, Guangdong, China",0
\nMajor customers include Konica Minolta Inc,0
", Brother Industries, for whom they produce tooling and parts for Multifunction Printers, Thermo Fisher and Beijing Xiaomi Technology Co",0
", Ltd",0
,0
"\nAs at 9 November 2016, Changhong Technology was a constituent of SZSE 1000 Index (as well as sub-index SZSE 700 Index) but not in SZSE Component Index, making the company was ranked between the 501st to 1,000th by free float adjusted market capitalization",1
", 'Ethics of technology is a sub-field of ethics addressing the ethical questions specific to the Technology Age, the transitional shift in society where personal computers and subsequent devices have been introduced to provide users an easy and quick way to transfer information",1
Ethics in technology has become an evolving topic over the years as technology has developed,1
"\nWhen we think of ethical issues, we do not usually think about technology",1
" Even though it is not on the top of our minds when we think about ethical issues, technology poses an ethical dilemma on producers and consumers alike",1
" The subject of technoethics, or the ethical implications of technology, have been studied by different philosophers such as Hans Jonas and Mario Bunge",1
"\nThis article will walk through what technoethics is, the different types of technoethics within application areas, the history of technoethics, general ethical challenges, current technoethical issues, recent and future developments, and future considerations of technoethics",1
This article discusses many different topics and types of technology that is currently in use within our society and discusses the ethical implication of each of these technologies,1
", 'MOS Technology, Inc",0
" (""MOS"" being short for Metal Oxide Semiconductor), later known as CSG (Commodore Semiconductor Group), was a semiconductor design and fabrication company based in Norristown, Pennsylvania, in the United States",0
It is most famous for its 6502 microprocessor and various designs for Commodore International\'s range of home computers,0
", ""Sole Technology, Inc",0
" is an American footwear company, specializing in skate shoe production and distribution",0
" The company is owned and run by Pierre André Senizergues, a former professional freestyle skateboarder",0
" The company's headquarters are in Lake Forest, California, United States (US)",0
""", ""Lens Technology (Chinese: 蓝思科技) is a Chinese technology company headquartered in Hunan that engages in the research, development, manufacture, and sale of lens products",0
" It produces and sells touch panel cover glass, touch sensor modules, and touch panel covers",0
\nLens Technology is a member of the Forbes 2000 list with a market cap of over $22 billion as of Jan 2021,1
"Its founder, Zhou Qunfei, is the world's richest woman whose fortune is self made",1
"In December 2020, the company was reported to be using forced labor from Uyghur Muslims in their factories",0
Some workers were given the choice between working at a factory or being sent to a detention center,1
"\n\n\n== References =="", 'Tobii (formerly known as Tobii Technology AB) is a Swedish high-technology company that develops and sells products for eye control and eye tracking",0
", 'Technology society and life or technology and culture refers to the inter-dependency, co-dependence, co-influence, and co-production of technology and society upon one another",1
Evidence for this synergy has been found since humanity first started using simple tools,1
The inter-relationship has continued as modern technologies such as the printing press and computers have helped shape society,1
" The first scientific approach to this relationship occurred with the development of tektology, the ""science of organization"", in early twentieth century Imperial Russia",1
" In modern academia, the interdisciplinary study of the mutual impacts of science, technology, and society, is called science and technology studies",1
\nThe simplest form of technology is the development and use of basic tools,1
" The prehistoric discovery of how to control fire and the later Neolithic Revolution increased the available sources of food, and the invention of the wheel helped humans to travel in and control their environment",0
" Developments in historic times have lessened physical barriers to communication and allowed humans to interact freely on a global scale, such as the printing press, telephone, and Internet",1
"\nTechnology has developed advanced economies, such as the modern  global economy, and has led to the rise of a leisure class",1
" Many technological processes produce by-products known as pollution, and deplete natural resources to the detriment of Earth\'s environment",1
Innovations influence the values of society and raise new questions in the ethics of technology,1
" Examples include the rise of the notion of efficiency in terms of human productivity, and the challenges of bioethics",1
"\nPhilosophical debates have arisen over the use of technology, with disagreements over whether technology improves the human condition or worsens it",1
" Neo-Luddism, anarcho-primitivism, and similar reactionary movements criticize the pervasiveness of technology, arguing that it harms the environment and alienates people",1
" However, proponents of ideologies such as transhumanism and techno-progressivism view continued technological progress as beneficial to society and the human condition",1
", 'Fictional technology is technology that does not exist",1
" It may be an idea or design that has not yet been developed, or it may be a fictional device used in a novel",0
", 'Quanta Technology LLC is a utility infrastructure consulting company based in Raleigh, North Carolina",0
It is a wholly owned subsidiary of Quanta Services,0
", 'This is a global list of largest technology companies by revenue, according to the Fortune Global 500",1
" It shows companies identified by Fortune as being in the technology sector, ranked by total annual revenue",1
" Other metrics not shown here, in particular market capitalization, are often used alternatively to define the size of a company",1
"\nThe list includes companies whose primary business  activities are associated with the technology industry, which includes computer hardware, software, electronics, semiconductors, internet, telecom equipment, e-commerce and computer services",0
Note: This list shows only companies with annual revenues exceeding US$50 billion,1
", ""The following outline is provided as an overview of and topical guide to technology: collection of tools, including machinery, modifications, arrangements and procedures used by humans",0
Engineering is the discipline that seeks to study and design new technology,1
Technologies significantly affect human as well as other animal species' ability to control and adapt to their natural environments,1
""", ""The National Institute of Standards and Technology (NIST) is a physical sciences laboratory and non-regulatory agency of the United States Department of Commerce",0
Its mission is to promote American innovation and industrial competitiveness,1
" NIST's activities are organized into laboratory programs that include nanoscale science and technology, engineering, information technology, neutron research, material measurement, and physical measurement",0
"  From 1901 to 1988, the agency was named the National Bureau of Standards",1
""", 'G-Technology is a brand of Western Digital that produces external storage products designed and marketed for the Macintosh, creative pro, photography and A/V markets",0
" Its USB, FireWire, eSATA, SAS, SCSI Thunderbolt, and Fibre Channel systems support all levels of audio/video production",0
", ""VIA Technologies Inc",0
" (Chinese: 威盛電子; pinyin: Wēishèng Diànzǐ), is a Taiwanese manufacturer of integrated circuits, mainly motherboard chipsets, CPUs, and memory",0
It was the world's largest independent manufacturer of motherboard chipsets,0
" As a fabless semiconductor company, VIA conducts research and development of its chipsets in-house, then subcontracts the actual (silicon) manufacturing to third-party merchant foundries, such as TSMC",1
""", 'Elsa Technology is a computer hardware company",0
" It was founded in 1980 as ELSA Technology AG, a German company manufacturing video cards and other peripherals for Personal Computers",0
" In 2002, the German company filed for bankruptcy while its Taiwanese subsidiary was founded in 2003 as ELSA Technology Inc",0
Other companies founded when the original ELSA Technology went into bankruptcy were devolo and LANCOM Systems,0
The ELSA name also continues under the ELSA Japan Inc,0
", which had been founded as a joint venture in 1997, and runs independently since 2002",0
", 'SRM Institute of Science and Technology is a private deemed university located in Kattankulathur, Chengalpattu, Tamil Nadu, India, near Chennai",0
It was founded in 1985 as SRM Engineering College in Kattankulathur,0
" SRM Institute of Science and Technology includes seven campuses, three in Tamil Nadu — Kattankulathur, Ramapuram and Vadapalani, one in NCR Delhi, all 4 of which come under ‘SRM IST, Chennai’",0
"\nThe other 3 campuses include one in Sikkim, one in Sonipat and one in Amaravati",0
" There are about 50,000 students studying in SRM",0
\nThe institute gained deemed status during the 2003–2004 academic year and was renamed SRM Institute of Science and Technology,0
It became SRM University in 2006 following permission by the UGC for \'Deemed to be Universities\' to be called \'Universities\',0
" In 2017 it was renamed back as SRM Institute of Science and Technology following the UGC request to drop ""University"" from the name",0
", 'Technology forecasting attempts to predict the future characteristics of useful technological machines, procedures or techniques",1
Researchers create technology forecasts based on past experience and current technological developments,1
" Like other forecasts, technology forecasting can be helpful for both public and private organizations to make smart decisions",1
" By analyzing future opportunities and threats, the forecaster can improve decisions in order to achieve maximum benefits",1
" Today, most countries are experiencing huge social and economic changes, which heavily rely on technology development",1
" By analyzing these changes, government and economic institutions could make plans for future developments",1
" However, not all of historical data can be used for technology forecasting, forecasters also need to adopt advanced technology and quantitative modeling from experts’ researches and conclusions",1
", 'Technology transfer, also called transfer of technology (TOT), is the process of transferring (disseminating) technology from the person or organization that owns or holds it to another person or organization",0
" These transfers may occur between universities, businesses (of any size, ranging from small, medium, to large), governments, across geopolitical borders, both formally and informally, and both openly and secretly",1
" Often it occurs by concerted effort to share skills, knowledge, technologies, manufacturing methods, samples, and facilities among the participants",1
" To ensure that scientific and technological developments are accessible to a wider range of users who can then further develop and exploit the technology into new products, processes, applications, materials, or services",1
It is closely related to (and may arguably be considered a subset of) knowledge transfer,1
Horizontal transfer is the movement of technologies from one area to another,1
At present transfer of technology is primarily horizontal,1
Vertical transfer occurs when technologies are moved from applied research centers to research and development departments,1
"Technology transfer is promoted at conferences organized by such groups as the Ewing Marion Kauffman Foundation and the Association of University Technology Managers, and at ""challenge"" competitions by organizations such as the Center for Advancing Innovation in Maryland",1
Local venture capital organizations such as the Mid-Atlantic Venture Association (MAVA) also sponsor conferences at which  investors assess the potential for commercialization of technology,1
\nTechnology brokers are people who discovered how to bridge the emergent worlds and apply scientific concepts or processes to new situations or circumstances,1
"  A related term, used almost synonymously, especially in Europe, is ""technology valorisation""",1
" While conceptually the practice has been utilized for many years (in ancient times, Archimedes was notable for applying science to practical problems), the present-day volume of research, combined with high-profile failures at Xerox PARC and elsewhere, has led to a focus on the process itself",1
"\nWhereas technology transfer can involve the dissemination of highly complex technology from capital-intensive origins to low-capital recipients (and can involve aspects of dependency and fragility of systems), it also can involve appropriate technology, not necessarily high-tech or expensive, that is better disseminated, yielding robustness and independence of systems",1
", 'Biomedical technology is the application of engineering and technology principles to the domain of living or biological systems, with an emphasis on human health and diseases,\nBiomedical engineering and Biotechnology alike are often loosely called Biomedical Technology or Bioengineering",1
The Biomedical technology field is currently growing at a rapid pace,1
" Required jobs for the industry expect to grow 23% by 2024, and with the pay averaging over $86,000",1
"\n\n\n== References ==', ""Leitch Technology Corporation was a Canadian corporation based in Toronto, Ontario specializing in the design and manufacture of equipment for the broadcast television and video post-production industries",0
\nLeitch technology's history begins in 1971 when Robert A,0
" Lehtonen, Chairman and CEO, and James Leitch, combined their experience in the broadcast industry to form Leitch Video Inc",1
They created the world's first zero SCH sync pulse generator,0
" The introduction of this equipment, which simplified the video editing process, represented one of the first digital products introduced into the broadcast market and led to the development of other products --- distribution amplifiers, processing amplifiers, clock systems and test signal generators",0
"\nOn October 25, 2005, Leitch was acquired by the broadcast division of the Harris Corporation for the sum of US$450 million, with former Leitch shareholders approving the acquisition by Harris for $14 CAD per share",0
" Seven years later, in December 2012, Harris sold the division to the Gores Group for US$225 million",1
"Leitch was famous for developing the Viewguard system (similar in function to VideoCipher I) used by networks such as ABC, Fox, and others for encrypting their analog network feeds",0
\nTheir Digital Processing Systems (DPS) product line is still widely used in professional video applications like time base correction and stop-motion animation,0
""", 'Vivo Communication Technology Co",0
Ltd,0
", styled vivo in its logo, is a Chinese technology company headquartered in Dongguan, Guangdong that designs and develops smartphones, smartphone accessories, software and online services",0
" The company develops software for its phones, distributed through its V-Appstore, with iManager included in their proprietary, Android-based operating system, Funtouch OS in Global, Origin OS in Mainland China and India",0
Vivo is an independent company and develops its own products,0
" It has 10,000 employees, with research and development centers in Shenzhen, Guangdong, and Nanjing, Jiangsu",0
", ""The technology of computer keyboards includes many elements",0
Among the more important of these is the switch technology that they use,0
" Computer alphanumeric keyboards typically have 80 to 110 durable switches, generally one for each key",0
The choice of switch technology affects key response (the positive feedback that a key has been pressed) and pre-travel (the distance needed to push the key to enter a character reliably),0
Virtual keyboards on touch screens have no physical switches and provide audio and haptic feedback instead,0
Some newer keyboard models use hybrids of various technologies to achieve greater cost savings or better ergonomics,0
\nThe modern keyboard also includes a control processor and indicator lights to provide feedback to the user (and to the central processor) about what state the keyboard is in,0
" Plug and play technology means that its 'out of the box' layout can be notified to the system, making the keyboard immediately ready to use without need for further configuration unless the user so desires",0
""", 'Low technology (low tech; adjective forms: low-technology, low-tech, lo-tech) is simple technology, opposed to high technology",0
" They often refer to a traditional or non-mechanical kind, such as crafts and tools that pre-date the Industrial Revolution",0
Low technology can simply be practiced or fabricated with a minimum of capital investment by an individual or small group of individuals,1
" Also, the knowledge of the practice can be completely comprehended by a single individual, free from increasing specialization and compartmentalization",1
" In some definition, low-tech techniques and designs may fall into disuse due to changing socio-economic conditions or priorities",1
" Overall, these technologies are easily fabricable, adaptable and reparable, and use little energy and resources (that all come from local sources) to stay on the whole  eco-friendly",1
Low-techs are present in everyday life,1
" For example,  biking to work or repairing your own devices instead of throwing them away corresponds to the low-tech philosophy",1
", 'Theories of technology attempt to explain the factors that shape technological innovation as well as the impact of technology on society and culture",1
Most contemporary theories of technology reject two previous views: the linear model of technological innovation and technological determinism,1
" To challenge the linear model, today\'s theories of technology point to the historical evidence that technological innovation often gives rise to new scientific fields, and emphasizes the important role that social networks and cultural values play in shaping technological artifacts",1
" To challenge technological determinism, today\'s theories of technology emphasize the scope of technical choice, which is greater than most laypeople realize; as science and technology scholars like to say, ""It could have been different",1
""" For this reason, theorists who take these positions typically argue for greater public involvement in technological decision-making",1
", 'A technology evangelist is a person who builds a critical mass of support for a given technology, and then establishes it as a technical standard in a market that is subject to network effects",1
The word evangelism is borrowed from the context of religious evangelism (which is sharing of the good news of Jesus Christ) due to the similarity of sharing information about the benefits of a concept with the intention of having others adopt that concept,1
This is typically accomplished by showcasing the potential uses and benefits of a technology to help others understand how they can use it for themselves,1
", 'National Institute of Fashion Technology (NIFT) is an autonomous institute that offers courses in fashion, designing, technology, and management",0
" Its head office is located in New Delhi, India",0
", 'Sterlite Technologies Limited (Formerly Sterlite Tech) is an Indian multinational technology company, headquartered in Mumbai",0
It is listed on Bombay Stock Exchange and National Stock Exchange of India,0
It has 582 patents and is active in over 150 countries,0
" The company is specialized in optical fiber and cables, hyper-scale network design, and deployment and network software",0
"\nSTL has also partnered with other industry entities to design, build and manage such cloud-native software-defined network",0
" It also has offices in China, US, SEA, Europe and MEA",0
" It has facilities in India, Italy, China and Brazil and two software-development centres",0
" To give a boost to Indian government make in India initiative, STL recently invested in 5G assembling an ecosystem of partners",1
"It has the first optical fiber cable plant in India to receive zero waste to landfill certification', 'The Academy of Technology or AOT is a self-financed undergraduate engineering college in Adisaptagram, Hooghly, West Bengal, India",0
" It was established in 2003 by Ananda Educational Development and Charitable Organisation, a trust",0
The college is affiliated with Maulana Abul Kalam Azad University of Technology and all the programmes are approved by the All India Council for Technical Education,0
The campus is located along G,0
T,0
" road at Adisaptagram, Chinsurah, Hooghly",0
", 'Andes Technology Corporation is a Taiwanese supplier of 32/64-bit embedded CPU cores and a founding Premier member of RISC-V International Association",0
It focuses on the embedded market and delivers CPU cores with integrated development environment and associated software and hardware for SoC development,0
Andes is ranked the fifth IP company in the world,0
More than 5 billion units of SoC embedded with AndesCore have shipped (2019),0
", ""Avid Technology is an American technology and multimedia company based in Burlington, Massachusetts and founded in August 1987 by Bill Warner",0
" It specialises in audio and video; specifically, digital non-linear editing (NLE) systems, video editing software, audio editing software, music notation software, management and distribution services",0
"\nAvid products are now used in the television and video industry to create television shows, feature films, and commercials",0
" Media Composer, a professional non-linear editing system, is Avid's flagship product",1
""", ""Technology strategy (information technology strategy or IT strategy) is the overall plan which consists of objectives, principles and tactics relating to use of technologies within a particular organization",1
Such strategies primarily focus on the technologies themselves and in some cases the people who directly manage those technologies,1
"  The strategy can be implied from the organization's behaviors towards technology decisions, and may be written down in a document",1
" The strategy includes the formal vision that guide the acquisition, allocation, and management of IT resources so it can help fulfill the organizational objectives",1
"Other generations of technology-related strategies primarily focus on: the efficiency of the company's spending on technology; how people, for example the organization's customers and employees, exploit technologies in ways that create value for the organization; on the full integration of technology-related decisions with the company's strategies and operating plans, such that no separate technology strategy exists other than the de facto strategic principle that the organization does not need or have a discrete 'technology strategy'",1
\nA technology strategy has traditionally been expressed in a document that explains how technology should be utilized as part of an organization's overall corporate strategy and each business strategy,1
"  In the case of IT, the strategy is usually formulated by a group of representatives from both the business and from IT",1
Often the Information Technology Strategy is led by an organization's Chief Technology Officer (CTO) or equivalent,1
Accountability varies for an organization's strategies for other classes of technology,1
" Although many companies write an overall business plan each year, a technology strategy may cover developments somewhere between 3 and 5 years into the future",1
\nThe United States identified the need to implement a technology strategy in order to restore the country's competitive edge,1
" In 1983 Project Socrates, a US Defense Intelligence Agency program, was established to develop a national technology strategy policy",1
""", 'Primitive Technology is a YouTube channel run by John Plant",0
" Based in Far North Queensland in the Australian state of Queensland, the series demonstrates the process of making tools and buildings using only materials found in the wild",0
" Created in May 2015, the channel has gained over 10 million subscribers and over 830 million views as of February 2020",1
", ""Imperial College London (legally Imperial College of Science, Technology and Medicine) is a public research university in London",0
" Imperial grew out of Prince Albert's vision of an area for culture, including the Royal Albert Hall, Imperial Institute, numerous museums, and the Royal Colleges that would go on to form the college",1
" In 1907, Imperial College was established by Royal Charter, merging the Royal College of Science, Royal School of Mines, and City and Guilds College",0
"  In 1988, the Imperial College School of Medicine was formed by combining with St Mary's Hospital Medical School",1
" In 2004, Queen Elizabeth II opened the Imperial College Business School",0
"\nThe college focuses exclusively on science, technology, medicine and business",1
" The college's main campus is located in South Kensington, and it has an innovation campus in White City, a research field station at Silwood Park, and teaching hospitals throughout London",1
" The college was a member of the University of London from 1908, becoming independent on its centenary in 2007",0
"  Imperial has an international community, with more than 59% of students from outside the UK and 140 countries represented on campus",1
" Student, staff, and researcher affiliations include 14 Nobel laureates, 3 Fields Medalists, 2 Breakthrough Prize winners, 1 Turing Award winner, 74 Fellows of the Royal Society, 87 Fellows of the Royal Academy of Engineering, and 85 Fellows of the Academy of Medical Sciences",0
""", 'YI Technology, also known as Xiaoyi (Chinese: 小蚁) in Mainland China markets, is a company that manufactures cameras and computer vision technologies",0
" Some of the company’s popular camera models include the YI 1080p Home Camera, and the YI Outdoor Security Camera",0
" YI Technology was originally backed and branded by Xiaomi, but in October 2016, YI split off from Xiaomi, dropping the ""Xiaomi Yi"" branding",0
"\nSince its founding YI Technology has gone on to produce a wide range of indoor and outdoor security cameras and has shipped products to over 186 countries and created the sub-brand ""Kami"" in late 2018",0
", ""Powertech Technology Inc",0
(PTI; Chinese: 力成科技; 6239,0
" TW) is a Taiwanese semiconductor assembly, packaging and testing company",0
\nIn 2010 the company entered a strategic alliance with Japan's Elpida Memory and Taiwan's largest chip foundry United Microelectronics Corporation to develop advanced semiconductor packaging technology,0
The company is purported to be manufacturing Apple Inc,0
s Apple S1 chip for their recently announced Apple Watch,0
""", 'Technology assessment (TA, German: Technikfolgenabschätzung, French: évaluation des choix scientifiques et technologiques) is a scientific, interactive, and communicative process that aims to contribute to the formation of public and political opinion on societal aspects of science and technology",1
This is a means of assessing and rating the new technology from the time when it was first developed to the time when it is potentially accepted by the public and authorities for further use,1
" In essence, TA could be defined as ""a form of policy research that examines short- and long term consequences (for example, societal, economic, ethical, legal) of the application of technology",1
"""', 'Biofloc Technology (BFT) is an alternative fish farming system where recycling and reuse of waste nutrients as fish food is employed",1
" The principal approach of BFT is to culture suitable microorganisms along with aquatic species (fish or shellfish) to produce a sustainable system, benefited by the minimum or zero water exchange",0
" The technology works on two main background:\n\nwater quality maintenance, by utilisation of toxic nitrogenous compounds to form microbial protein; and\nreduce feed conversion ratio and a decrease overall cost of production",0